ProductName,SATID,Mode,Level,Status,FailedQC,QCProcessingTime(sec),QC1Status,NumberLostline,QC2Status,ViewingAngleAlongTrack,ViewingAngleAcrossTrack,QC3Status,MissingFile,ErrorFile,QC4Status,NoDataPercentage,QC5Status,CloudCoverPercentage,QC6Status,UsedCPF,QC7Status,Mode,QC8Status,PointingError
TH_CAT_210203070835849_1_2P_LIBYA1_20210202,TH1,PAN,2A,PASS,[],6.216,PASS,0,PASS,-0.076275,1.061161,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[91],PASS,9999
TH_CAT_210204063903270_1_1M_MAURITANIA2_20210203,TH1,MS,1A,PASS,[],3.056,PASS,0,PASS,0.235054,-4.158115,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[67, 100, 127, 150]",PASS,9999
TH_CAT_210204063917136_1_2M_MAURITANIA2_20210203,TH1,MS,2A,PASS,[],3.733,PASS,0,PASS,0.235054,-4.158115,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[67, 100, 150, 127]",PASS,9999
TH_CAT_210204064016696_1_1P_MAURITANIA2_20210203,TH1,PAN,1A,PASS,[],5.591,PASS,0,PASS,0.259577,-4.149928,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[114],PASS,9999
TH_CAT_210204064031372_1_2P_MAURITANIA2_20210203,TH1,PAN,2A,PASS,[],6.651,PASS,0,PASS,0.259577,-4.149928,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[114],PASS,9999
TH_CAT_210204064220111_1_1M_SANTIAGO_20210203,TH1,MS,1A,NOT PASS ,['QC7Mode'],3.493,PASS,0,PASS,-0.473583,7.615332,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,"[51, 255, 255, 255]",PASS,9999
TH_CAT_210204064237716_1_2M_SANTIAGO_20210203,TH1,MS,2A,NOT PASS ,['QC7Mode'],4.146,PASS,0,PASS,-0.473583,7.615332,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,"[51, 255, 255, 255]",PASS,9999
TH_CAT_210204064544191_1_1M_PONGHU_20210203,TH1,MS,1A,NOT PASS ,['QC7Mode'],2.809,PASS,0,PASS,-0.156118,1.907108,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,"[14, 44, 60, 29]",PASS,9999
TH_CAT_210204064557783_1_2M_PONGHU_20210203,TH1,MS,2A,NOT PASS ,['QC7Mode'],3.286,PASS,0,PASS,-0.156118,1.907108,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,"[13, 44, 60, 29]",PASS,9999
TH_CAT_210204064758849_1_1P_PONGHU_20210203,TH1,PAN,1A,NOT PASS ,['QC7Mode'],6.075,PASS,0,PASS,-0.131766,1.915179,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,[41],PASS,9999
TH_CAT_21020406481488_1_2P_PONGHU_20210203,TH1,PAN,2A,NOT PASS ,['QC7Mode'],7.017,PASS,0,PASS,-0.131766,1.915179,PASS,[],[],PASS,[6.5572783914034375e-06],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,[41],PASS,9999
TH_CAT_210205063824659_1_1M_ARABIA1_20210204,TH1,MS,1A,PASS,[],2.968,PASS,0,PASS,-0.048496,-1.294024,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[68, 104, 150, 126]",PASS,9999
TH_CAT_21020506385277_1_2M_ARABIA1_20210204,TH1,MS,2A,PASS,[],3.666,PASS,0,PASS,-0.048496,-1.294024,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[68, 104, 150, 126]",PASS,9999
TH_CAT_210205064042629_1_1P_ARABIA1_20210204,TH1,PAN,1A,PASS,[],5.856,PASS,0,PASS,0.073036,-1.285802,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[115],PASS,9999
TH_CAT_210205064102102_1_2P_ARABIA1_20210204,TH1,PAN,2A,PASS,[],6.796,PASS,0,PASS,0.073036,-1.285802,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[115],PASS,9999
TH_CAT_210205064246350_1_1M_BARCELONA_20210204,TH1,MS,1A,NOT PASS ,['QC7Mode'],3.411,PASS,0,PASS,0.085062,-2.256864,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,"[255, 255, 255, 12]",PASS,9999
TH_CAT_210205064259188_1_2M_BARCELONA_20210204,TH1,MS,2A,NOT PASS ,['QC7Mode'],4.124,PASS,0,PASS,0.085062,-2.256864,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,"[255, 255, 255, 12]",PASS,9999
TH_CAT_21020506441314_1_2P_BARCELONA_20210204,TH1,PAN,2A,NOT PASS ,['QC7Mode'],7.506,PASS,0,PASS,0.109702,-2.24901,PASS,[],[],PASS,[1.456860230628696e-06],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,[255],PASS,9999
TH_CAT_210205064544871_1_1M_LIBYA3_20210204,TH1,MS,1A,PASS,[],2.977,PASS,0,PASS,-0.247834,3.29356,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[100, 63, 132, 155]",PASS,9999
TH_CAT_210205064601351_1_2M_LIBYA3_20210204,TH1,MS,2A,PASS,[],3.504,PASS,0,PASS,-0.247834,3.29356,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[63, 132, 100, 155]",PASS,9999
TH_CAT_210205064707481_1_1P_LIBYA3_20210204,TH1,PAN,1A,PASS,[],5.697,PASS,0,PASS,-0.223261,3.301803,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[119],PASS,9999
TH_CAT_21020506472593_1_2P_LIBYA3_20210204,TH1,PAN,2A,PASS,[],6.68,PASS,0,PASS,-0.223261,3.301803,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[119],PASS,9999
TH_CAT_210205064846677_1_1M_LIBYA4_20210204,TH1,MS,1A,PASS,[],3.094,PASS,0,PASS,0.223465,-4.204105,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[75, 108, 143, 119]",PASS,9999
TH_CAT_210205064930108_1_2M_LIBYA4_20210204,TH1,MS,2A,PASS,[],3.716,PASS,0,PASS,0.223465,-4.204105,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[75, 119, 143, 108]",PASS,9999
TH_CAT_210205065051745_1_1P_LIBYA4_20210204,TH1,PAN,1A,PASS,[],5.71,PASS,0,PASS,0.248062,-4.195965,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[112],PASS,9999
TH_CAT_210205065138738_1_2P_LIBYA4_20210204,TH1,PAN,2A,PASS,[],6.678,PASS,0,PASS,0.248059,-4.195964,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[112],PASS,9999
TH_CAT_210208073442861_1_1M_TUZGULU2_20210205,TH1,MS,1A,NOT PASS ,['QC7Mode'],2.892,PASS,0,PASS,-0.505998,8.674909,PASS,[],[],PASS,"[8.345852111500584e-06, 0.0, 0.0, 6.120291548433762e-05]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,"[16, 18, 20, 30]",PASS,9999
TH_CAT_210208073456771_1_2M_TUZGULU2_20210205,TH1,MS,2A,NOT PASS ,['QC7Mode'],3.691,PASS,0,PASS,-0.505998,8.674909,PASS,[],[],PASS,"[5.423093631419821e-06, 5.423093631419821e-06, 3.7961655419938745e-05, 5.423093631419821e-06]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,"[16, 17, 30, 20]",PASS,9999
TH_CAT_210208073559502_1_1P_TUZGULU2_20210205,TH1,PAN,1A,NOT PASS ,['QC7Mode'],5.023,PASS,0,PASS,-0.481138,8.682848,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,[33],PASS,9999
TH_CAT_210208073620246_1_2P_TUZGULU2_20210205,TH1,PAN,2A,NOT PASS ,['QC7Mode'],6.488,PASS,0,PASS,-0.481138,8.682848,PASS,[],[],PASS,[5.679369074913909e-06],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,[33],PASS,9999
TH_CAT_210208073817603_1_1M_CANBERRA_20210207,TH1,MS,1A,NOT PASS ,['QC7Mode'],3.399,PASS,8,PASS,0.260606,-5.378118,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,"[75, 49, 40, 111]",PASS,9999
TH_CAT_210208073829841_1_2M_CANBERRA_20210207,TH1,MS,2A,NOT PASS ,['QC7Mode'],4.33,PASS,8,PASS,0.260606,-5.378118,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,"[75, 49, 40, 111]",PASS,9999
TH_CAT_210208074103138_1_1M_GOBI_20210207,TH1,MS,1A,PASS,[],3.16,PASS,0,PASS,4.508292,8.839922,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[120, 124, 113, 142]",PASS,9999
TH_CAT_210208074119311_1_2M_GOBI_20210207,TH1,MS,2A,PASS,[],4.03,PASS,0,PASS,4.508292,8.839922,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[120, 113, 142, 124]",PASS,9999
TH_CAT_210208074214525_1_1P_GOBI_20210207,TH1,PAN,1A,PASS,[],6.209,PASS,0,PASS,4.533153,8.848216,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[189],PASS,9999
TH_CAT_210208074227595_1_2P_GOBI_20210207,TH1,PAN,2A,PASS,[],7.72,PASS,0,PASS,4.533153,8.848216,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[189],PASS,9999
TH_CAT_210208074633822_1_1M_LIBYA1_20210207,TH1,MS,1A,PASS,[],2.87,PASS,0,PASS,-0.524102,7.722251,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[112, 83, 129, 186]",PASS,9999
TH_CAT_210208074652719_1_2M_LIBYA1_20210207,TH1,MS,2A,PASS,[],3.681,PASS,0,PASS,-0.524102,7.722251,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[83, 111, 129, 186]",PASS,9999
TH_CAT_210208075036437_1_1P_LIBYA1_20210207,TH1,PAN,1A,PASS,[],5.124,PASS,0,PASS,-0.499438,7.730431,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[98],PASS,9999
TH_CAT_21020807505333_1_2P_LIBYA1_20210207,TH1,PAN,2A,PASS,[],6.426,PASS,0,PASS,-0.499438,7.730431,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[98],PASS,9999
TH_CAT_21020907144491_1_1M_MAURITANIA2_20210208,TH1,MS,1A,PASS,[],2.988,PASS,0,PASS,-0.210199,2.662515,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[68, 105, 157, 136]",PASS,9999
TH_CAT_210209071500480_1_2M_MAURITANIA2_20210208,TH1,MS,2A,PASS,[],3.727,PASS,0,PASS,-0.210199,2.662515,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[68, 105, 157, 135]",PASS,9999
TH_CAT_210209071607394_1_1P_MAURITANIA2_20210208,TH1,PAN,1A,PASS,[],5.648,PASS,0,PASS,-0.18579,2.670749,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[120],PASS,9999
TH_CAT_210209071632782_1_2P_MAURITANIA2_20210208,TH1,PAN,2A,PASS,[],6.733,PASS,0,PASS,-0.18579,2.670749,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[120],PASS,9999
TH_CAT_210209071816670_1_1M_SANTIAGO_20210208,TH1,MS,1A,NOT PASS ,['QC7Mode'],3.408,PASS,0,PASS,-0.81753,13.391933,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,"[54, 51, 52, 47]",PASS,9999
TH_CAT_210209071836509_1_2M_SANTIAGO_20210208,TH1,MS,2A,NOT PASS ,['QC7Mode'],4.202,PASS,0,PASS,-0.81753,13.391933,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,"[54, 52, 52, 47]",PASS,9999
TH_CAT_210211071513586_1_1M_ARABIA1_20210209,TH1,MS,1A,NOT PASS ,['QC7Mode'],3.062,PASS,0,PASS,-0.403524,5.575889,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,"[90, 131, 121, 255]",PASS,9999
TH_CAT_210211071554259_1_2M_ARABIA1_20210209,TH1,MS,2A,NOT PASS ,['QC7Mode'],3.759,PASS,0,PASS,-0.403524,5.575889,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,"[131, 121, 90, 255]",PASS,9999
TH_CAT_210211071754999_1_1P_ARABIA1_20210209,TH1,PAN,1A,PASS,[],5.626,PASS,0,PASS,-0.378915,5.584107,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[142],PASS,9999
TH_CAT_210211071838618_1_2P_ARABIA1_20210209,TH1,PAN,2A,PASS,[],6.625,PASS,0,PASS,-0.378915,5.584107,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[142],PASS,9999
TH_CAT_210211072133832_1_1M_MALI1_20210209,TH1,MS,1A,PASS,[],3.007,PASS,0,PASS,-0.03467,-1.061004,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[110, 87, 135, 186]",PASS,9999
TH_CAT_210211072243983_1_2M_MALI1_20210209,TH1,MS,2A,PASS,[],3.959,PASS,0,PASS,-0.03467,-1.061004,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[87, 110, 186, 135]",PASS,9999
TH_CAT_210211072457136_1_1P_MALI1_20210209,TH1,PAN,1A,PASS,[],6.183,PASS,0,PASS,-0.05917,-1.052774,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[104],PASS,9999
TH_CAT_210211072526140_1_2P_MALI1_20210209,TH1,PAN,2A,PASS,[],7.04,PASS,0,PASS,-0.05917,-1.052774,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[104],PASS,9999
TH_CAT_210211072836670_1_1M_LIBYA3_20210209,TH1,MS,1A,NOT PASS ,['QC7Mode'],3.016,PASS,0,PASS,-0.672916,9.857812,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,"[255, 112, 71, 172]",PASS,9999
TH_CAT_210211072906555_1_2M_LIBYA3_20210209,TH1,MS,2A,NOT PASS ,['QC7Mode'],3.767,PASS,0,PASS,-0.672916,9.857812,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,"[71, 255, 172, 112]",PASS,9999
TH_CAT_210211073130749_1_1P_LIBYA3_20210209,TH1,PAN,1A,PASS,[],5.788,PASS,0,PASS,-0.64816,9.865959,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[155],PASS,9999
TH_CAT_210211073201410_1_2P_LIBYA3_20210209,TH1,PAN,2A,PASS,[],6.816,PASS,0,PASS,-0.64816,9.865959,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[155],PASS,9999
TH_CAT_210211073711318_1_1M_LIBYA4_20210209,TH1,MS,1A,PASS,[],2.933,PASS,0,PASS,-0.166254,2.168229,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[80, 127, 115, 151]",PASS,9999
TH_CAT_210211073754857_1_2M_LIBYA4_20210209,TH1,MS,2A,PASS,[],3.61,PASS,0,PASS,-0.166254,2.168229,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[80, 115, 151, 127]",PASS,9999
TH_CAT_210211074033447_1_1P_LIBYA4_20210209,TH1,PAN,1A,PASS,[],5.522,PASS,0,PASS,-0.141666,2.176397,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[120],PASS,9999
TH_CAT_210211074103500_1_2P_LIBYA4_20210209,TH1,PAN,2A,PASS,[],6.584,PASS,0,PASS,-0.141666,2.176397,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[120],PASS,9999
TH_CAT_210211074354370_1_1M_BARCELONA_20210209,TH1,MS,1A,NOT PASS ,['QC7Mode'],3.022,PASS,0,PASS,-0.197796,3.151314,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,"[255, 255, 255, 255]",PASS,9999
TH_CAT_210211074435432_1_2M_BARCELONA_20210209,TH1,MS,2A,NOT PASS ,['QC7Mode'],3.787,PASS,0,PASS,-0.197796,3.151314,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,"[255, 255, 255, 255]",PASS,9999
TH_CAT_210211074703221_1_1P_BARCELONA_20210209,TH1,PAN,1A,PASS,[],6.161,PASS,0,PASS,-0.173168,3.159328,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[88],PASS,9999
TH_CAT_210211074742968_1_2P_BARCELONA_20210209,TH1,PAN,2A,PASS,[],7.879,PASS,0,PASS,-0.173168,3.159328,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[88],PASS,9999
TH_CAT_21021507175811_1_1M_ALGERIA3_20210211,TH1,MS,1A,PASS,[],3.233,PASS,0,PASS,-0.075655,-1.796316,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[83, 127, 111, 186]",PASS,9999
TH_CAT_21021507183193_1_2M_ALGERIA3_20210211,TH1,MS,2A,PASS,[],3.977,PASS,0,PASS,-0.075655,-1.796316,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[83, 127, 111, 186]",PASS,9999
TH_CAT_210215071933211_1_1P_ALGERIA3_20210211,TH1,PAN,1A,PASS,[],6.072,PASS,0,PASS,0.100236,-1.78819,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[100],PASS,9999
TH_CAT_210215071958338_1_2P_ALGERIA3_20210211,TH1,PAN,2A,PASS,[],7.33,PASS,0,PASS,0.100236,-1.78819,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[100],PASS,9999
TH_CAT_210215072212954_1_1M_LOSANGELES_20210212,TH1,MS,1A,NOT PASS ,['QC7Mode'],3.278,PASS,0,PASS,0.081966,-1.976625,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,"[18, 55, 43, 77]",PASS,9999
TH_CAT_210215072226214_1_2M_LOSANGELES_20210212,TH1,MS,2A,NOT PASS ,['QC7Mode'],3.986,PASS,0,PASS,0.081966,-1.976625,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,"[18, 55, 43, 78]",PASS,9999
TH_CAT_210215072337961_1_1P_LOSANGELES_20210212,TH1,PAN,1A,NOT PASS ,['QC7Mode'],6.173,PASS,0,PASS,0.105747,-1.968856,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,[32],PASS,9999
TH_CAT_210215072350204_1_2P_LOSANGELES_20210212,TH1,PAN,2A,NOT PASS ,['QC7Mode'],7.249,PASS,0,PASS,0.105747,-1.968856,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,NOT PASS ,[32],PASS,9999
TH_CAT_210215072813663_1_1M_LIBYA1_20210212,TH1,MS,1A,PASS,[],2.979,PASS,0,PASS,-0.936788,13.958448,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[74, 109, 121, 180]",PASS,9999
TH_CAT_210215072827168_1_2M_LIBYA1_20210212,TH1,MS,2A,PASS,[],3.99,PASS,0,PASS,-0.936788,13.958448,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[74, 121, 109, 180]",PASS,9999
TH_CAT_210215072919373_1_1P_LIBYA1_20210212,TH1,PAN,1A,PASS,[],5.207,PASS,0,PASS,-0.911726,13.966592,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[102],PASS,9999
TH_CAT_210215072935535_1_2P_LIBYA1_20210212,TH1,PAN,2A,PASS,[],6.9,PASS,0,PASS,-0.911726,13.966592,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[102],PASS,9999
TH_CAT_210215073111613_1_1M_NIGER1_20210212,TH1,MS,1A,PASS,[],2.74,PASS,0,PASS,-0.018981,-0.826673,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[83, 108, 131, 182]",PASS,9999
TH_CAT_210215073149206_1_2M_NIGER1_20210212,TH1,MS,2A,PASS,[],3.385,PASS,0,PASS,-0.018981,-0.826673,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[108, 83, 182, 131]",PASS,9999
TH_CAT_210215073246243_1_1P_NIGER1_20210212,TH1,PAN,1A,PASS,[],5.062,PASS,0,PASS,-0.043434,-0.818629,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[100],PASS,9999
TH_CAT_210215073258537_1_2P_NIGER1_20210212,TH1,PAN,2A,PASS,[],5.968,PASS,0,PASS,-0.043434,-0.818629,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[100],PASS,9999
TH_CAT_210215073448931_1_1M_MAURITANIA1_20210213,TH1,MS,1A,PASS,[],2.951,PASS,0,PASS,-0.58503,8.281277,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[73, 109, 119, 180]",PASS,9999
TH_CAT_21021507350984_1_2M_MAURITANIA1_20210213,TH1,MS,2A,PASS,[],3.736,PASS,0,PASS,-0.58503,8.281277,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[73, 109, 119, 179]",PASS,9999
TH_CAT_210215073622561_1_1P_MAURITANIA1_20210213,TH1,PAN,1A,PASS,[],5.778,PASS,0,PASS,-0.560291,8.289523,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[137],PASS,9999
TH_CAT_210215073635296_1_2P_MAURITANIA1_20210213,TH1,PAN,2A,PASS,[],7.045,PASS,0,PASS,-0.560291,8.289523,PASS,[],[],PASS,[0.0],PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,[137],PASS,9999
TH_CAT_210215073834515_1_1M_ARABIA1_20210214,TH1,MS,1A,PASS,[],3.014,PASS,0,PASS,-0.852538,12.223715,PASS,[],[],PASS,"[0.0, 0.0, 0.0, 0.0]",PASS,9999,PASS,THEOS_1_20201230_000000_20210101_000000.CPF,PASS,"[70, 105, 153, 130]",PASS,9999
